time_s,reference_m,position_measured_m,velocity_measured_m_s,force_command_n
0.72000000,0.00000000,0.01171800,-0.08614561,0.21980396
0.74000000,0.00000000,0.01260702,-0.07217592,0.13395332
0.76000000,0.00000000,0.00955577,-0.08633282,0.25966025
0.78000000,0.00000000,0.00516569,-0.06336111,0.22382310
0.80000000,0.00000000,0.00129982,-0.06366724,0.29493944
0.82000000,0.00000000,0.00794054,-0.04865027,0.10032159
0.84000000,0.00000000,0.00279405,-0.04324809,0.16594757
0.86000000,0.00000000,0.00321665,-0.04159405,0.15007061
0.88000000,0.00000000,0.00498112,-0.04034232,0.11205152
0.90000000,0.00000000,0.00037966,-0.03470219,0.16667711
0.92000000,0.00000000,-0.00029019,-0.03775373,0.19399203
0.94000000,0.00000000,0.00539180,-0.02411255,0.02351043
0.96000000,0.00000000,-0.00017858,-0.03128982,0.15966352
0.98000000,0.00000000,0.00449072,-0.03020690,0.07020155
1.00000000,0.50000000,0.00650418,-0.02655997,9.01572463
1.02000000,0.50000000,-0.00245661,0.13203337,8.38405214
1.04000000,0.50000000,0.00775817,0.27173727,7.50166663
1.06000000,0.50000000,0.01577636,0.37282529,6.85189913
1.08000000,0.50000000,0.02475188,0.48112716,6.14883031
1.10000000,0.50000000,0.04235312,0.57030167,5.38613544
1.12000000,0.50000000,0.04863866,0.64294627,4.90977282
1.14000000,0.50000000,0.06309721,0.70297797,4.34936033
1.16000000,0.50000000,0.07341324,0.73973533,3.97988500
1.18000000,0.50000000,0.09221379,0.79271894,3.37655710
1.20000000,0.50000000,0.11061209,0.81710135,2.92347563
1.22000000,0.50000000,0.12156613,0.84195259,2.60204670
1.24000000,0.50000000,0.14299807,0.85473956,2.15233692
1.26000000,0.50000000,0.16357086,0.87057625,1.70284327
1.28000000,0.50000000,0.17354255,0.85497590,1.60135459
1.30000000,0.50000000,0.19884530,0.84589725,1.19129826
1.32000000,0.50000000,0.20876752,0.85839740,0.95019769
1.34000000,0.50000000,0.22712578,0.83088154,0.75732822
1.36000000,0.50000000,0.24332441,0.81397018,0.55030968
1.38000000,0.50000000,0.25720465,0.79708918,0.38487045
1.40000000,0.50000000,0.27773720,0.77540801,0.12369044
1.42000000,0.50000000,0.29524778,0.75240105,-0.07646527
1.44000000,0.50000000,0.30575951,0.72886638,-0.14800311
1.46000000,0.50000000,0.31797198,0.69857995,-0.21639545
1.48000000,0.50000000,0.32864526,0.66278597,-0.22954451
1.50000000,0.50000000,0.33780852,0.64211078,-0.29110720
1.52000000,0.50000000,0.36058530,0.62422974,-0.61168416
1.54000000,0.50000000,0.36898809,0.58721882,-0.57787972
1.56000000,0.50000000,0.37822073,0.56197984,-0.61787236
1.58000000,0.50000000,0.39029061,0.52318364,-0.64114916
1.60000000,0.50000000,0.40138420,0.50072709,-0.72855109
1.62000000,0.50000000,0.41040361,0.46324734,-0.70350170
1.64000000,0.50000000,0.42354823,0.43921512,-0.81994376
1.66000000,0.50000000,0.42605483,0.41871961,-0.76258499
1.68000000,0.50000000,0.43761918,0.39172820,-0.83578635
1.70000000,0.50000000,0.44289524,0.35997710,-0.77199985
1.72000000,0.50000000,0.45164607,0.32768433,-0.76805093
1.74000000,0.50000000,0.45000349,0.32442373,-0.72218139
1.76000000,0.50000000,0.45610163,0.28288716,-0.62426508
1.78000000,0.50000000,0.46769723,0.26463963,-0.74174836
1.80000000,0.50000000,0.47375756,0.24284229,-0.74184762
1.82000000,0.50000000,0.47704846,0.23387922,-0.75626836
1.84000000,0.50000000,0.47847190,0.20454867,-0.63523755
1.86000000,0.50000000,0.48667514,0.19822953,-0.75130011
1.88000000,0.50000000,0.48804649,0.16239098,-0.59679166
1.90000000,0.50000000,0.48760608,0.15074799,-0.53064932
1.92000000,0.50000000,0.49751312,0.13983392,-0.65440577
1.94000000,0.50000000,0.49762254,0.12146587,-0.56453512
1.96000000,0.50000000,0.50050173,0.10271180,-0.52259019
1.98000000,0.50000000,0.49927991,0.09739785,-0.47402769
2.00000000,0.50000000,0.50145777,0.09857690,-0.51912437
2.02000000,0.50000000,0.50446685,0.07859741,-0.47339030
2.04000000,0.50000000,0.50251665,0.05207459,-0.30567272
2.06000000,0.50000000,0.50524589,0.06497373,-0.41929474
2.08000000,0.50000000,0.50998417,0.05443729,-0.45190147
2.10000000,0.50000000,0.51080913,0.04793479,-0.43423837
2.12000000,0.50000000,0.51008706,0.02374322,-0.30028327
2.14000000,0.50000000,0.50377465,0.02752452,-0.20556632
2.16000000,0.50000000,0.51015302,0.02251680,-0.29533836
2.18000000,0.50000000,0.50909668,0.01286916,-0.22808614
2.20000000,0.50000000,0.51952148,0.01838385,-0.44330587
2.22000000,0.50000000,0.50947609,0.00892742,-0.21520679
2.24000000,0.50000000,0.51080344,-0.00011714,-0.19387623
2.26000000,0.50000000,0.51187466,-0.01138928,-0.15679743
2.28000000,0.50000000,0.51104730,0.00010350,-0.19936886
2.30000000,0.50000000,0.50793466,-0.02077672,-0.03894025
2.32000000,0.50000000,0.50671565,-0.01057341,-0.06801463
2.34000000,0.50000000,0.50512658,-0.00317038,-0.07642649
2.36000000,0.50000000,0.51103712,-0.01314508,-0.13294282
2.38000000,0.50000000,0.50553942,-0.01149869,-0.04221606
2.40000000,0.50000000,0.50727236,-0.00270111,-0.11739686
2.42000000,0.50000000,0.50679173,-0.01695949,-0.03745367
2.44000000,0.50000000,0.50831091,-0.01637907,-0.06770094
2.46000000,0.50000000,0.50866302,-0.01472673,-0.08230075
2.48000000,0.50000000,0.50742582,-0.01458468,-0.06074140
2.50000000,0.50000000,0.51344777,-0.01070062,-0.18855669
2.52000000,0.50000000,0.50541578,-0.02344192,0.01972547
2.54000000,0.50000000,0.50312405,-0.02589386,0.07323643
2.56000000,0.50000000,0.51069061,-0.02703552,-0.05725334
2.58000000,0.50000000,0.50807699,-0.02410514,-0.02486021
2.60000000,0.50000000,0.50415994,-0.01529282,0.00158517
2.62000000,0.50000000,0.50683640,-0.02275600,-0.00927511
2.64000000,0.50000000,0.50646176,-0.01484347,-0.04209431
2.66000000,0.50000000,0.49973542,-0.01288859,0.06920549
2.68000000,0.50000000,0.50670758,-0.01534675,-0.04400273
2.70000000,0.50000000,0.50219835,-0.01743841,0.04762168
2.72000000,0.50000000,0.50155362,-0.01791156,0.06159256
2.74000000,0.50000000,0.50203393,-0.00415762,-0.01582264
2.76000000,0.50000000,0.50074446,-0.00763130,0.02475615
2.78000000,0.50000000,0.50083881,-0.00393350,0.00456890
2.80000000,0.50000000,0.50701836,-0.01047876,-0.07393664
2.82000000,0.50000000,0.50445996,-0.00922316,-0.03416352
2.84000000,0.50000000,0.50029099,-0.00507945,0.02015939
2.86000000,0.50000000,0.50266657,-0.00360430,-0.02997674
2.88000000,0.50000000,0.50110347,-0.00057188,-0.01700303
2.90000000,0.50000000,0.49895677,-0.00589617,0.04825900
2.92000000,0.50000000,0.50190047,-0.01000572,0.01582017
2.94000000,0.50000000,0.50530609,-0.01357481,-0.02763558
2.96000000,0.50000000,0.50578134,-0.01276749,-0.04022661
2.98000000,0.50000000,0.50192366,-0.02449265,0.08783744
3.00000000,-0.30000000,0.50000221,-0.00356611,-12.00000000
3.02000000,-0.30000000,0.49891283,-0.21106566,-12.00000000
3.04000000,-0.30000000,0.48893252,-0.39861040,-12.00000000
3.06000000,-0.30000000,0.47502478,-0.57907427,-11.05507475
3.08000000,-0.30000000,0.46486657,-0.74760420,-10.02957715
3.10000000,-0.30000000,0.44333034,-0.88670227,-8.94643471
3.12000000,-0.30000000,0.42581622,-1.00292159,-8.05008403
3.14000000,-0.30000000,0.39894679,-1.10386351,-7.06172463
3.16000000,-0.30000000,0.37510308,-1.18984076,-6.20265161
3.18000000,-0.30000000,0.35420109,-1.26013327,-5.47495326
3.20000000,-0.30000000,0.32810954,-1.29980826,-4.80693036
3.22000000,-0.30000000,0.30079853,-1.33974480,-4.11564960
3.24000000,-0.30000000,0.27114494,-1.35859761,-3.48762085
3.26000000,-0.30000000,0.24543586,-1.36242892,-3.00570089
3.28000000,-0.30000000,0.21764999,-1.36450740,-2.49516276
3.30000000,-0.30000000,0.19903162,-1.36746932,-2.14522254
3.32000000,-0.30000000,0.15873120,-1.35722357,-1.47104381
3.34000000,-0.30000000,0.13637757,-1.34150530,-1.14726977
3.36000000,-0.30000000,0.11508179,-1.30867262,-0.92810912
3.38000000,-0.30000000,0.08702120,-1.28511128,-0.54082518
3.40000000,-0.30000000,0.06255047,-1.23891552,-0.33133082
3.42000000,-0.30000000,0.03540602,-1.21276761,0.02652964
3.44000000,-0.30000000,0.00867179,-1.16709514,0.27938341
3.46000000,-0.30000000,-0.00628535,-1.13147233,0.37049792
3.48000000,-0.30000000,-0.03706603,-1.08192848,0.67683084
3.50000000,-0.30000000,-0.05750829,-1.02958141,0.78305625
3.52000000,-0.30000000,-0.07363996,-0.97713146,0.81117648
3.54000000,-0.30000000,-0.09188211,-0.94155326,0.96164425
3.56000000,-0.30000000,-0.11180857,-0.89543720,1.08974026
3.58000000,-0.30000000,-0.12430227,-0.84174292,1.04615544
3.60000000,-0.30000000,-0.13969650,-0.78959837,1.06252879
3.62000000,-0.30000000,-0.15274418,-0.75589439,1.12886727
3.64000000,-0.30000000,-0.16635226,-0.71088015,1.14874143
3.66000000,-0.30000000,-0.18364758,-0.66309011,1.22110706
3.68000000,-0.30000000,-0.19447898,-0.61840990,1.19267104
3.70000000,-0.30000000,-0.20784044,-0.56448189,1.16353731
3.72000000,-0.30000000,-0.21529638,-0.54435621,1.19711587
3.74000000,-0.30000000,-0.22748314,-0.49568873,1.17314023
3.76000000,-0.30000000,-0.24040279,-0.46156839,1.23509213
3.78000000,-0.30000000,-0.24754907,-0.43358945,1.22383057
3.80000000,-0.30000000,-0.25665077,-0.39669535,1.20319056
3.82000000,-0.30000000,-0.25807339,-0.35433652,1.01700359
3.84000000,-0.30000000,-0.27108143,-0.32763057,1.11761862
3.86000000,-0.30000000,-0.27593964,-0.29849955,1.05941137
3.88000000,-0.30000000,-0.27346199,-0.26756118,0.86012167
3.90000000,-0.30000000,-0.28507543,-0.25209531,0.99183423
3.92000000,-0.30000000,-0.29309566,-0.22076541,0.97954895
3.94000000,-0.30000000,-0.29223319,-0.20602708,0.89033279
3.96000000,-0.30000000,-0.29672198,-0.17752894,0.82864043
3.98000000,-0.30000000,-0.29760748,-0.15507289,0.73229903
4.00000000,-0.30000000,-0.30655255,-0.14008194,0.81835564
4.02000000,-0.30000000,-0.30289899,-0.12424431,0.67340337
4.04000000,-0.30000000,-0.30127488,-0.10568057,0.55135076
4.06000000,-0.30000000,-0.30771185,-0.09747106,0.62616857
4.08000000,-0.30000000,-0.30713964,-0.09099142,0.58347060
4.10000000,-0.30000000,-0.31421434,-0.06856757,0.59869599
4.12000000,-0.30000000,-0.31463242,-0.06253038,0.57603551
4.14000000,-0.30000000,-0.31593642,-0.04024797,0.48809547
4.16000000,-0.30000000,-0.31187220,-0.03360664,0.38173280
4.18000000,-0.30000000,-0.31440089,-0.02600718,0.38925185
4.20000000,-0.30000000,-0.31035305,-0.02803600,0.32653494
4.22000000,-0.30000000,-0.30815430,-0.01161336,0.20484411
4.24000000,-0.30000000,-0.31950404,-0.01024026,0.40227401
4.26000000,-0.30000000,-0.31425490,-0.00442340,0.27870520
4.28000000,-0.30000000,-0.31602675,0.00328650,0.27204898
4.30000000,-0.30000000,-0.31784587,-0.00064762,0.32446378
4.32000000,-0.30000000,-0.31315872,0.00238852,0.22491443
4.34000000,-0.30000000,-0.31717134,0.02042511,0.20695855
4.36000000,-0.30000000,-0.31679549,0.03191612,0.14273827
4.38000000,-0.30000000,-0.31640170,0.00105155,0.28997283
4.40000000,-0.30000000,-0.31423048,0.01931248,0.15958624
4.42000000,-0.30000000,-0.31442415,0.03049391,0.10716512
4.44000000,-0.30000000,-0.31534542,0.01675715,0.19243187
4.46000000,-0.30000000,-0.31271585,0.02334554,0.11215761
4.48000000,-0.30000000,-0.31548492,0.02411776,0.15813984
4.50000000,-0.30000000,-0.31302563,0.04284527,0.02023497
4.52000000,-0.30000000,-0.30975849,0.02598578,0.04572384
4.54000000,-0.30000000,-0.31087579,0.03703100,0.01060928
4.56000000,-0.30000000,-0.31268052,0.01876509,0.13442386
4.58000000,-0.30000000,-0.31161649,0.02828318,0.06768093
4.60000000,-0.30000000,-0.31493913,0.02696842,0.13406215
4.62000000,-0.30000000,-0.30498077,0.01784277,0.00043999
4.64000000,-0.30000000,-0.30728895,0.02230097,0.01969621
4.66000000,-0.30000000,-0.31023128,0.02770014,0.04566240
4.68000000,-0.30000000,-0.30098674,0.04197072,-0.19209233
4.70000000,-0.30000000,-0.30697457,0.02873265,-0.01812109
4.72000000,-0.30000000,-0.30184851,0.03555915,-0.14452257
4.74000000,-0.30000000,-0.31173332,0.01416747,0.14036246
4.76000000,-0.30000000,-0.29898547,0.02688823,-0.15270264
4.78000000,-0.30000000,-0.30921170,0.00403723,0.14562444
4.80000000,-0.30000000,-0.30261057,0.02769703,-0.09149493
4.82000000,-0.30000000,-0.29569248,0.02174306,-0.18625071
4.84000000,-0.30000000,-0.30377396,0.01166634,0.00959950
4.86000000,-0.30000000,-0.30364476,0.00380215,0.04659491
4.88000000,-0.30000000,-0.30027901,0.00993479,-0.04465175
4.90000000,-0.30000000,-0.29988026,0.01138824,-0.05909653
4.92000000,-0.30000000,-0.30370402,0.01255752,0.00388469
4.94000000,-0.30000000,-0.30260854,0.01605763,-0.03333438
4.96000000,-0.30000000,-0.29973593,-0.00774692,0.03398142
4.98000000,-0.30000000,-0.29815380,0.00661345,-0.06629878
5.00000000,0.80000000,-0.30057825,0.01246460,12.00000000
5.02000000,0.80000000,-0.29714472,0.21565532,12.00000000
5.04000000,0.80000000,-0.28544032,0.40700929,12.00000000
5.06000000,0.80000000,-0.27615953,0.59739673,12.00000000
5.08000000,0.80000000,-0.26618345,0.76456066,12.00000000
5.10000000,0.80000000,-0.24865240,0.93806406,12.00000000
5.12000000,0.80000000,-0.22555087,1.11120689,12.00000000
5.14000000,0.80000000,-0.19536782,1.27630478,11.53509693
5.16000000,0.80000000,-0.16739096,1.40775000,10.37428722
5.18000000,0.80000000,-0.14044484,1.54417201,9.20714703
5.20000000,0.80000000,-0.10536676,1.64821568,8.05552334
5.22000000,0.80000000,-0.06879079,1.72172287,7.02961982
5.24000000,0.80000000,-0.03625741,1.78590945,6.12308607
5.26000000,0.80000000,0.00430961,1.82679062,5.18847397
5.28000000,0.80000000,0.03871349,1.85292362,4.43853914
5.30000000,0.80000000,0.07785104,1.84652146,3.76607403
5.32000000,0.80000000,0.11250674,1.85879038,3.08092684
5.34000000,0.80000000,0.15216964,1.83433556,2.48926861
5.36000000,0.80000000,0.18527563,1.82932409,1.91841820
5.38000000,0.80000000,0.22215849,1.79556055,1.42334444
5.40000000,0.80000000,0.25869994,1.75793920,0.95370506
5.42000000,0.80000000,0.28592481,1.71677141,0.66949634
5.44000000,0.80000000,0.32423518,1.66481269,0.23970328
5.46000000,0.80000000,0.35493811,1.60236033,-0.00068766
5.48000000,0.80000000,0.38971113,1.56501821,-0.43989137
5.50000000,0.80000000,0.41509169,1.48862359,-0.51476842
5.52000000,0.80000000,0.44711002,1.43624632,-0.82921191
5.54000000,0.80000000,0.47368276,1.38206605,-1.03661994
5.56000000,0.80000000,0.50216560,1.30973299,-1.18764577
5.58000000,0.80000000,0.52601459,1.24420726,-1.28929895
5.60000000,0.80000000,0.55226190,1.18172568,-1.44934264
5.62000000,0.80000000,0.57267383,1.11514368,-1.48384737
5.64000000,0.80000000,0.59254190,1.05668459,-1.54917711
5.66000000,0.80000000,0.61386972,1.00127704,-1.65604017
5.68000000,0.80000000,0.63282445,0.94309756,-1.70632794
5.70000000,0.80000000,0.65571855,0.86941286,-1.74999821
5.72000000,0.80000000,0.66280876,0.82701906,-1.66565292
5.74000000,0.80000000,0.68119845,0.75804208,-1.65178258
5.76000000,0.80000000,0.69643938,0.71777638,-1.72479078
5.78000000,0.80000000,0.71342861,0.64569410,-1.67018549
5.80000000,0.80000000,0.71725617,0.61014356,-1.56132892
5.82000000,0.80000000,0.73694456,0.55378569,-1.63393061
5.84000000,0.80000000,0.73689194,0.50163368,-1.37222341
5.86000000,0.80000000,0.75899817,0.46718771,-1.59790561
5.88000000,0.80000000,0.76046323,0.42488875,-1.41278199
5.90000000,0.80000000,0.76567995,0.38903313,-1.32740472
5.92000000,0.80000000,0.77293064,0.35126136,-1.26905838
5.94000000,0.80000000,0.77811379,0.31873169,-1.19970675
5.96000000,0.80000000,0.79256459,0.30054714,-1.36889825
5.98000000,0.80000000,0.79533983,0.25530548,-1.19264429
6.00000000,0.80000000,0.79114320,0.22909972,-0.98607626
6.02000000,0.80000000,0.80177358,0.19796443,-1.02174656
6.04000000,0.80000000,0.80261925,0.18007488,-0.94752097
6.06000000,0.80000000,0.80433363,0.15497046,-0.85285758
6.08000000,0.80000000,0.81326320,0.15414335,-1.00945440
6.10000000,0.80000000,0.81285603,0.11771436,-0.81998033
6.12000000,0.80000000,0.81673473,0.09920010,-0.79722560
6.14000000,0.80000000,0.81870697,0.09138146,-0.79363277
6.16000000,0.80000000,0.81309987,0.07268071,-0.59920117
6.18000000,0.80000000,0.82674638,0.06197867,-0.79132828
6.20000000,0.80000000,0.81865371,0.04470034,-0.55926842
6.22000000,0.80000000,0.82549820,0.02018293,-0.55988226
6.24000000,0.80000000,0.82406537,0.01054498,-0.48590151
6.26000000,0.80000000,0.82093997,0.01075145,-0.43067675
6.28000000,0.80000000,0.82703767,0.00288223,-0.50108918
6.30000000,0.80000000,0.82016738,0.00020292,-0.36402749
6.32000000,0.80000000,0.82678033,-0.01325695,-0.41576116
6.34000000,0.80000000,0.81996733,-0.01056066,-0.30660857
6.36000000,0.80000000,0.82043585,-0.02599206,-0.23788496
6.38000000,0.80000000,0.82325615,-0.02366193,-0.30030104
6.40000000,0.80000000,0.81934207,-0.02448190,-0.22574770
6.42000000,0.80000000,0.81470705,-0.02557814,-0.13683619
6.44000000,0.80000000,0.81835839,-0.02872855,-0.18680828
6.46000000,0.80000000,0.81921698,-0.03418353,-0.17498806
6.48000000,0.80000000,0.81897937,-0.04046117,-0.13932278
6.50000000,0.80000000,0.81923502,-0.03021961,-0.19513234
6.52000000,0.80000000,0.80989114,-0.03993532,0.02163612
6.54000000,0.80000000,0.81150170,-0.03855329,-0.01426413
6.56000000,0.80000000,0.81318341,-0.03325439,-0.07102939
6.58000000,0.80000000,0.80970770,-0.03991215,0.02482210
6.60000000,0.80000000,0.81624369,-0.03052205,-0.13977620
6.62000000,0.80000000,0.81165741,-0.03199411,-0.04986281
6.64000000,0.80000000,0.81289630,-0.02922914,-0.08598771
6.66000000,0.80000000,0.80932893,-0.03121281,-0.01185668
6.68000000,0.80000000,0.80500842,-0.03846101,0.10215341
6.70000000,0.80000000,0.81201474,-0.02832295,-0.07465051
6.72000000,0.80000000,0.80996618,-0.03483303,-0.00522607
6.74000000,0.80000000,0.80767586,-0.03013026,0.01248586
6.76000000,0.80000000,0.81230503,-0.03602040,-0.04138861
6.78000000,0.80000000,0.81114911,-0.02826233,-0.05937235
6.80000000,0.80000000,0.80610888,-0.02872888,0.03368453
6.82000000,0.80000000,0.80493545,-0.03245576,0.07344067
6.84000000,0.80000000,0.80234379,-0.03190980,0.11736088
6.86000000,0.80000000,0.80045325,-0.01995742,0.09162855
6.88000000,0.80000000,0.80597229,-0.01880255,-0.01348841
6.90000000,0.80000000,0.80735617,-0.02299412,-0.01744040
6.92000000,0.80000000,0.80789672,-0.01821981,-0.05104188
6.94000000,0.80000000,0.80057891,-0.01739719,0.07656558
6.96000000,0.80000000,0.80450981,-0.00073346,-0.07750924
6.98000000,0.80000000,0.79733301,-0.01877147,0.14186325
7.00000000,0.80000000,0.80075851,-0.02214824,0.09708797
7.02000000,0.80000000,0.79781940,-0.01356042,0.10705299
7.04000000,0.80000000,0.80444717,-0.02731052,0.05650352
7.06000000,0.80000000,0.79793606,-0.01362885,0.10529520
7.08000000,0.80000000,0.79622927,-0.00451370,0.09044167
7.10000000,0.80000000,0.79859759,-0.00538786,0.05218270
7.12000000,0.80000000,0.80295536,-0.01207703,0.00718871
7.14000000,0.80000000,0.79980879,0.00224499,-0.00778323
7.16000000,0.80000000,0.80392264,-0.00945399,-0.02333752
7.18000000,0.80000000,0.79858024,0.01179086,-0.03339866
7.20000000,0.80000000,0.79933469,-0.01116002,0.06777562
7.22000000,0.80000000,0.80582522,-0.00236436,-0.09303221
7.24000000,0.80000000,0.80064664,0.00156628,-0.01947087
7.26000000,0.80000000,0.80227344,-0.00645115,-0.00866624
7.28000000,0.80000000,0.79717387,-0.00165418,0.05914128
7.30000000,0.80000000,0.79809727,-0.00799893,0.07424383
7.32000000,0.80000000,0.80527319,-0.00379177,-0.07595860
7.34000000,0.80000000,0.79847879,0.00065698,0.02409691
7.36000000,0.80000000,0.79931129,0.00249672,-0.00008689
7.38000000,0.80000000,0.79961402,0.00197936,-0.00294920
7.40000000,0.80000000,0.80456031,-0.00201378,-0.07201662
7.42000000,0.80000000,0.80144205,0.00411861,-0.04654993
7.44000000,0.80000000,0.80091166,-0.01089416,0.03806087
7.46000000,0.80000000,0.79524735,0.00438072,0.06364400
7.48000000,0.80000000,0.80048575,-0.00405517,0.01153240
7.50000000,0.80000000,0.79373326,0.00390222,0.09329027
7.52000000,0.80000000,0.79991855,-0.00736211,0.03827664
7.54000000,0.80000000,0.79740194,0.00079159,0.04280717
7.56000000,0.80000000,0.79726046,-0.00601552,0.07938934
7.58000000,0.80000000,0.80024702,0.00056384,-0.00726557
7.60000000,0.80000000,0.80219995,-0.00168111,-0.03119360
7.62000000,0.80000000,0.79316874,0.00767655,0.08458000
7.64000000,0.80000000,0.79777243,0.00097586,0.03521700
7.66000000,0.80000000,0.80065337,0.01118415,-0.06768148
7.68000000,0.80000000,0.79720225,0.01155949,-0.00743787
7.70000000,0.80000000,0.79569721,0.00284621,0.06321923
7.72000000,0.80000000,0.79452680,-0.00416646,0.11934989
7.74000000,0.80000000,0.80002006,0.01279386,-0.06433032
7.76000000,0.80000000,0.79643740,-0.00860661,0.10715992
7.78000000,0.80000000,0.79615086,-0.00226057,0.08058746
7.80000000,0.80000000,0.80052063,0.00136272,-0.01618491
7.82000000,0.80000000,0.80051138,0.00702705,-0.04434000
7.84000000,0.80000000,0.80184436,-0.00004270,-0.03298490
7.86000000,0.80000000,0.79840107,0.00373051,0.01012823
7.88000000,0.80000000,0.80441243,0.00127491,-0.08579831
7.90000000,0.80000000,0.79738908,0.00680728,0.01296010
7.92000000,0.80000000,0.80072820,-0.01389681,0.05637653
7.94000000,0.80000000,0.80155581,0.00461959,-0.05110255
7.96000000,0.80000000,0.79826436,-0.00716213,0.06705212
7.98000000,0.80000000,0.80105692,0.01153555,0.06705212
